,ID,Isconfidential,ProjectName,Street,City,State,Zipcode,Country,LEEDSystemVersionDisplayName,PointsAchieved,CertLevel,CertDate,IsCertified,OwnerTypes,GrossSqFoot,TotalPropArea,ProjectTypes,OwnerOrganization,RegistrationDate
75384,1000027940,No,Watson Land Company - Building 828,Kimball Avenue & Cypress Avenue,Chino,CA,91708,US,LEED-NC v2009,63.0,Gold,9/2/14 0:00,Yes,Corporate: Privately Held,502505.0,1067969.0,Warehouse and Distribution Center: Warehouse,Watson Land Company,10/17/12 0:00
75385,1000027941,No,Watson Land Company - Building 827,Kimball Avenue & Cypress Avenue,Chino,CA,91708,US,LEED-NC v2009,65.0,Gold,8/29/14 0:00,Yes,Corporate: Privately Held,410700.0,901062.0,Warehouse and Distribution Center: Warehouse,Watson Land Company,10/17/12 0:00
75386,1000027943,No,Watson Land Company - Building 821,Kimball Avenue & Cypress Avenue,Chino,CA,91708,US,LEED-NC v2009,64.0,Gold,9/3/14 0:00,Yes,Corporate: Privately Held,117052.0,265817.0,Warehouse and Distribution Center: Warehouse,Watson Land Company,10/17/12 0:00
75400,1000027958,No,3rd and Cedar,225 Cedar Street,Seattle,WA,98109,US,LEED-NC v2009,43.0,,,No,Corporate: Privately Held,195444.0,18094.0,Multi-Family Residential: Apartment,Wood Partners,10/18/12 0:00
75470,1000028043,No,Royal Farms 181,9620 Belair Road,Nottingham,MD,21236,US,LEED-NC v2009,43.0,Certified,1/14/14 0:00,Yes,Corporate: Privately Held,5125.0,42205.0,Retail: Convenience Store,Royal Farms,10/23/12 0:00
75493,1000028070,No,Advanced Engineering Consultants Office,1405 Dublin Road,Columbus,OH,43215,US,LEED-NC v2009,61.0,Gold,3/13/14 0:00,Yes,Corporate: Privately Held,13000.0,52315.0,Office: Other Office,Advanced Engineering Consultants,10/24/12 0:00
75560,1000028151,No,Fifth Third Bank - Plymouth,42370 Ann Arbor Road,Plymouth,MI,48170,US,LEED-NC v2009,43.0,Certified,6/20/14 0:00,Yes,Corporate: Privately Held,3311.0,37897.0,Retail: Bank Branch,Fifth Third Bank,10/26/12 0:00
75715,1000028368,No,Pacific Pointe South - Bldg 5,3788 Conant Street,Long Beach,CA,90806,US,LEED-NC v2009,52.0,Silver,12/9/13 0:00,Yes,Corporate: Privately Held,131912.0,321198.0,Industrial Manufacturing,Sares Regis Group,11/6/12 0:00
75716,1000028369,No,Pacific Pointe South - Bldg 6,4022 Conant Street,Long Beach,CA,90806,US,LEED-NC v2009,44.0,Certified,12/10/13 0:00,Yes,Corporate: Privately Held,147546.0,342317.0,Industrial Manufacturing,Sares Regis Group,11/6/12 0:00
75717,1000028370,No,Pacific Pointe South - Bldg 7,4184 Conant Street,Long Beach,CA,90806,US,LEED-NC v2009,41.0,Certified,12/10/13 0:00,Yes,Corporate: Privately Held,120089.0,259189.0,Industrial Manufacturing,Sares Regis Group,11/6/12 0:00
75786,1000028479,No,Mile Hi Bakery,4700 East 51st Ave.,Denver,CO,80216,US,LEED-NC v2009,65.0,Gold,1/24/14 0:00,Yes,Corporate: Privately Held,126900.0,305820.0,Industrial Manufacturing,Mile Hi Bakery,11/8/12 0:00
75961,1000028707,No,Taylor Street Self Storage,645 Taylor St NE,Washington,DC,20017,US,LEED-NC v2009,45.0,Certified,3/28/14 0:00,Yes,Corporate: Privately Held,105666.0,68332.0,Warehouse and Distribution Center: Self Storage Units,"Taylor Street Storage Partners, LLC",11/20/12 0:00
76016,1000028776,No,City of Hope Kaplan Family Pavilion,1500 Duarte Road,Duarte,CA,91010,US,LEED-NC v2009,69.0,,,No,Corporate: Privately Held,7612.0,35288.0,Public Assembly: Other Assembly,City Of Hope,11/26/12 0:00
76052,1000028827,No,CDA Office Building,305 Leon Street,El Paso,TX,79901,US,LEED-NC v2009,61.0,Gold,4/10/15 0:00,Yes,Corporate: Privately Held,4448.0,11040.0,Office: Administrative/Professional,"Lion LOA, LLC",11/28/12 0:00
76073,1000028852,No,Bobrick HQ,"6905, 6935 Tujunga Avenue",Los Angeles,CA,91605,US,LEED-NC v2009,52.0,,,No,Corporate: Privately Held,111772.0,142533.0,Warehouse and Distribution Center: Warehouse,Bobrick HQ,11/29/12 0:00
76085,1000028865,No,ACCP-Glenview,2595 Patriot Blvd,Glenview,IL,60025,US,LEED-NC v2009,59.0,Silver,7/7/14 0:00,Yes,Corporate: Privately Held,48500.0,228688.0,Office: Administrative/Professional,ACCP,11/30/12 0:00
76100,1000028887,No,Horseshoe Casino,1525 Russel Street,Baltimore,MD,21201,US,LEED-NC v2009,61.0,Gold,8/8/14 0:00,Yes,Corporate: Privately Held,312102.0,466231.0,Public Assembly: Recreation,Caesars Entertainment,12/3/12 0:00
76199,1000029011,No,La Jolla Village Office Building Remodel,7835 Ivanhoe,La Jolla,CA,92037,US,LEED-NC v2009,46.0,Certified,6/24/14 0:00,Yes,Corporate: Privately Held,3417.0,7559.0,Office: Administrative/Professional,HAV Capital,12/6/12 0:00
76436,1000029325,No,Zappos HQ (Main Building),400 E. Stewart Ave,Las Vegas,NV,89101,US,LEED-NC v2009,66.0,Gold,5/13/14 0:00,Yes,Corporate: Privately Held,292411.0,204489.0,Office: Other Office,The Cadmus Group,12/19/12 0:00
76526,1000029447,No,HGV Hokulani Waikiki,2181 Kalakaua Avenue,Honolulu,HI,96815,US,LEED-NC v2009,42.0,Certified,11/11/14 0:00,Yes,Corporate: Privately Held,135428.0,28278.0,"Lodging: Hotel/Motel/Resort, Full Service",Hilton Worldwide,12/28/12 0:00
76663,1000029646,No,Crew Building,Pollard Road,Winter Haven,FL,33884,US,LEED-NC v2009,58.0,Silver,3/6/14 0:00,Yes,Corporate: Privately Held,2208.0,11338.0,Office: Other Office,Evansville Western Railway,1/8/13 0:00
76664,1000029647,No,Maintenance Building,Pollard Road,Winter Haven,FL,33884,US,LEED-NC v2009,59.0,Silver,3/6/14 0:00,Yes,Corporate: Privately Held,5710.0,23804.0,Service: Vehicle Service/Repair,Evansville Western Railway,1/8/13 0:00
76666,1000029649,No,Operations and Welfare Building,Pollard Road,Winter Haven,FL,33884,US,LEED-NC v2009,58.0,Silver,1/29/14 0:00,Yes,Corporate: Privately Held,3168.0,10025.0,Office: Other Office,Evansville Western Railway,1/8/13 0:00
76714,1000029708,No,Uptown Phase II Apartments,11401 Euclid Avenue,Cleveland,OH,44106,US,LEED-NC v2009,50.0,Silver,11/26/14 0:00,Yes,Corporate: Privately Held,119900.0,72265.0,Multi-Family Residential: Apartment,"MRN, Ltd.",1/10/13 0:00
76727,1000029728,No,PCNA Cincinnati,3105 River Road,Cincinnati,OH,45204,US,LEED-NC v2009,42.0,Certified,12/4/14 0:00,Yes,Corporate: Privately Held,57958.0,227274.0,Office: Mixed-Use,Peter Cremer North America,1/11/13 0:00
76915,1000029990,No,Hoosier Energy Headquarters,2501 South Cooperative Way,Bloomington,IN,47403,US,LEED-NC v2009,63.0,Gold,4/2/15 0:00,Yes,Corporate: Privately Held,83312.0,374785.0,Office: Administrative/Professional,"Hoosier Energy REC, Inc.",1/24/13 0:00
77034,1000030140,No,165 Cambridgepark Drive,165 Cambridgepark Drive,Cambridge,MA,2140,US,LEED-NC v2009,41.0,,,No,Corporate: Privately Held,250995.0,119274.0,Multi-Family Residential: Apartment,Hines Interests Limited Partnership,1/29/13 0:00
77180,1000030325,No,Norwood Medical Building 7,2012 Webster St.,Dayton,OH,45404,US,LEED-NC v2009,57.0,Silver,5/7/14 0:00,Yes,Corporate: Privately Held,54000.0,143748.0,Industrial Manufacturing,"KBK Five Properties, LLC",2/6/13 0:00
77204,1000030353,No,Creekside Clubhouse,303 Maple Tree Drive,Pasadena,MD,21060,US,LEED-NC v2009,50.0,Silver,10/31/14 0:00,Yes,Corporate: Privately Held,4601.0,19664.0,Multi-Family Residential: Apartment,Atapco Properties,2/7/13 0:00
77511,1000030762,No,FedEx West Henderson Business Centre,Bowes Avenue And Executive Airport Drive,Henderson,NV,89044,US,LEED-NC v2009,50.0,Silver,9/10/14 0:00,Yes,Corporate: Privately Held,293870.0,1556519.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",Suncap,2/21/13 0:00
77732,1000031056,No,BMW Build to Suit - Prologis Park 20/35,2101 Danieldale Road,Lancaster,TX,75134,US,LEED-NC v2009,52.0,Silver,7/30/14 0:00,Yes,Corporate: Privately Held,282349.0,845064.0,Warehouse and Distribution Center: Warehouse,Prologis,3/5/13 0:00
77780,1000031132,No,Royal Farms 169,6201 Pulaski Hwy,Baltimore,MD,21205,US,LEED-NC v2009,44.0,Certified,2/11/14 0:00,Yes,Corporate: Privately Held,5125.0,233145.0,Retail: Convenience Store,Royal Farms,3/7/13 0:00
77973,1000031384,No,Courtyard Marriott Darden Campus,10300 South John Young Parkway,Orlando,FL,32837,US,LEED-NC v2009,50.0,,,No,Corporate: Privately Held,79125.0,111952.0,"Lodging: Hotel/Motel/Resort, Select Service","Concord Orlando JYP Hotels, LLC",3/20/13 0:00
78031,1000031446,No,Southstar Lofts,Broad And South Street,Philadelphia,PA,19147,US,LEED-NC v2009,51.0,Silver,9/29/14 0:00,Yes,Corporate: Privately Held,100882.0,23656.0,Multi-Family Residential: Apartment,Above Green,3/22/13 0:00
78088,1000031515,No,Homewood Suites-Charlottesville VA,"2036, India Road",Charlottesville,VA,22901,US,LEED-NC v2009,42.0,Certified,3/30/15 0:00,Yes,Corporate: Privately Held,108970.0,135687.0,"Lodging: Hotel/Motel/Resort, Limited Service","Albemarle Suites, LLC",3/26/13 0:00
78160,1000031608,No,Edgewood Studio,3415 8th Street NE,Washington,DC,20017,US,LEED-NC v2009,47.0,Certified,8/14/14 0:00,Yes,Corporate: Privately Held,3003.0,11369.0,Public Assembly: Other Assembly,Bozzuto,3/29/13 0:00
78173,1000031627,No,Matick Chevrolet,14001 Telegraph Rd.,Redford Charter Township,MI,48239,US,LEED-NC v2009,53.0,Silver,9/22/14 0:00,Yes,Corporate: Privately Held,116675.0,490760.0,Retail: Vehicle Dealership,"Matick Family, LLC",4/1/13 0:00
78301,1000031830,No,New Belgium Brewing - Liquid Center,21 Craven Street,Asheville,NC,28806,US,LEED-NC v2009,47.0,,,No,Corporate: Privately Held,5408.0,253521.0,Retail: Restaurant/Cafeteria,New Belgium Brewing Company,4/8/13 0:00
78600,1000032234,No,Medline - Katy TX,Tract 2,Katy,TX,77423,US,LEED-NC v2009,42.0,Certified,5/7/14 0:00,Yes,Corporate: Privately Held,505990.0,2024280.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu","Medline Industries, Inc",4/24/13 0:00
78602,1000032236,No,Medline - Maumelle AR,615 Sharkey Drive,Maumelle,AR,72113,US,LEED-NC v2009,40.0,Certified,12/4/13 0:00,Yes,Corporate: Privately Held,102120.0,871200.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu","Medline Industries, Inc",4/24/13 0:00
78672,1000032318,No,GESA Credit Union Road 68 Branch,North Road 68 And Sandifur Parkway,Pasco,WA,99301,US,LEED-NC v2009,42.0,Certified,11/26/14 0:00,Yes,Corporate: Privately Held,6254.0,74400.0,Retail: Bank Branch,GESA Credit Union,4/29/13 0:00
79148,1000032940,No,GESA Credit Union Duportail Branch,Duportail Street And Kennedy Road,Richland,WA,99352,US,LEED-NC v2009,41.0,Certified,12/1/14 0:00,Yes,Corporate: Privately Held,6254.0,44738.0,Retail: Bank Branch,GESA Credit Union,5/23/13 0:00
79306,1000033134,No,NBCUniversal,4805 Amon Carter Blvd.,Fort Worth,TX,76155,US,LEED-NC v2009,48.0,,,No,Corporate: Privately Held,75026.0,352971.0,Office: Other Office,KDC,6/3/13 0:00
79308,1000033137,No,Homewood Suites Brickell,1750/1760 SW 1st Avenue,Miami,FL,33129,US,LEED-NC v2009,45.0,,,No,Corporate: Privately Held,87270.0,15000.0,"Lodging: Hotel/Motel/Resort, Limited Service",Baywood Hotels,6/3/13 0:00
79351,1000033198,No,Cuyahoga County Headquarters,2079 East 9th Street,Cleveland,OH,44113,US,LEED-NC v2009,57.0,,,No,Corporate: Privately Held,231788.0,31354.0,Office: Government,Geis Companies,6/5/13 0:00
79461,1000033352,No,Cutler Bay Centre,11150 SW 211 Street,Cutler Bay,FL,33189,US,LEED-NC v2009,44.0,,,No,Corporate: Privately Held,97000.0,74628.0,Multi-Family Residential: Apartment,Cutler Bay Centre Associates,6/11/13 0:00
79698,1000033675,No,Fastpark Indianapolis,8550 Stansted Road,Indianapolis,IN,46241,US,LEED-NC v2009,43.0,Certified,8/27/14 0:00,Yes,Corporate: Privately Held,3772.0,185879.0,Office: Other Office,Fastpark,6/25/13 0:00
79989,1000034052,No,Method Products PBC,720 East 111th Street,Chicago,IL,60628,US,LEED-NC v2009,86.0,Platinum,3/31/15 0:00,Yes,Corporate: Privately Held,157660.0,924213.0,Industrial Manufacturing,Method,7/11/13 0:00
80033,1000034105,No,Crothall Laundry Facility - MANTECA,Airport Way,Manteca,CA,95337,US,LEED-NC v2009,42.0,Certified,9/24/14 0:00,Yes,Corporate: Privately Held,60150.0,204120.0,Warehouse and Distribution Center: Warehouse,CenterPoint Properties,7/15/13 0:00
80072,1000034147,No,Cape Associates Eastham Office,325 Massasoit Road,Eastham,MA,2642,US,LEED-NC v2009,54.0,,,No,Corporate: Privately Held,5063.0,20006.0,Office: Mixed-Use,"Cape Associates, Inc.",7/17/13 0:00
80094,1000034183,No,Woodbolt Headquarters,3891 Traditions Dr,Bryan,TX,77807,US,LEED-NC v2009,47.0,Certified,5/30/14 0:00,Yes,Corporate: Privately Held,26600.0,154785.0,Office: Administrative/Professional,Woodbolt,7/18/13 0:00
80151,1000034259,No,CVS at Wilde Lake,5405 Lynx Lane,Columbia,MD,21044,US,LEED-NC v2009,47.0,Certified,5/12/15 0:00,Yes,Corporate: Privately Held,13600.0,444876.0,Retail: Convenience Store,CVS Caremark,7/22/13 0:00
80156,1000034264,No,Owens and Minor,1160 Marquette Street,Cleveland,OH,44114,US,LEED-NC v2009,41.0,,,No,Corporate: Privately Held,75000.0,379631.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu","BCP Cleveland, LLC",7/22/13 0:00
80320,1000034497,No,UMS Manuf/Schluter Systems Whse Addition,26 Werner Schluter Way,Plattsburgh,NY,12901,US,LEED-NC v2009,61.0,Gold,4/27/15 0:00,Yes,Corporate: Privately Held,73343.0,154685.0,Warehouse: General,Dahltan Ent. Inc.,8/1/13 0:00
80456,1000034693,No,FirstBank Headquarters Expansion,12345 W. Colfax,Lakewood,CO,80215,US,LEED-NC v2009,42.0,,,No,Corporate: Privately Held,133679.0,245136.0,Office: Financial,FirstBank Holding Company,8/9/13 0:00
80517,1000034780,No,LL Bean Outdoor Discovery Center,Marietta Lane,Freeport,ME,4032,US,LEED-NC v2009,45.0,Certified,5/6/15 0:00,Yes,Corporate: Privately Held,7066.0,350000.0,Retail: Other Retail,"LL Bean, Inc",8/13/13 0:00
80550,1000034822,No,Pembroke Pines Clubhouse Phase II,400 S.W. 103rd Avenue,Pembroke Pines,FL,33025,US,LEED-NC v2009,43.0,,,No,Corporate: Privately Held,6823.0,34613.0,Public Assembly: Other Assembly,Mill Creek Residential Trust,8/15/13 0:00
80689,1000035046,No,AN Chevrolet of Gilbert,East Pecos Road And South Val Vista Dr,Gilbert,AZ,85297,US,LEED-NC v2009,43.0,,,No,Corporate: Privately Held,70362.0,660160.0,Retail: Vehicle Dealership,AutoNation,8/26/13 0:00
80759,1000035143,No,L Oreal ACD Expansion,3435 Altamoore Drive,Dallas,TX,75241,US,LEED-NC v2009,40.0,Certified,4/2/15 0:00,Yes,Corporate: Privately Held,48000.0,237520.0,Warehouse: General,Ridge Property Trust,8/29/13 0:00
81232,1000035785,No,GOLDEN STATE FOODS,47TH STREET,MCCOOK,IL,60525,US,LEED-NC v2009,60.0,Gold,11/13/14 0:00,Yes,Corporate: Privately Held,156691.0,654406.0,Warehouse and Distribution Center: Refrigerated,Golden State Foods,9/24/13 0:00
81312,1000035894,No,Roddenberry Beck Building,11526 Burbank Blvd,Studio City,CA,91601,US,LEED-NC v2009,59.0,,,No,Corporate: Privately Held,6512.0,5768.0,Office: Administrative/Professional,Roddenberry,9/30/13 0:00
81463,1000036106,No,Aeroterm Office Renovation,201 West Street,Annapolis,MD,21401,US,LEED-NC v2009,61.0,,,No,Corporate: Privately Held,15028.0,34240.0,Office: Administrative/Professional,Aeroterm Properties LLC,10/9/13 0:00
81485,1000036133,No,Island Digestive Health Center,471 Montauk Hwy,West Islip,NY,11795,US,LEED-NC v2009,40.0,,,No,Corporate: Privately Held,6970.0,32590.0,"Health Care: Outpatient, Office (Diagnostic)",Physicians Endoscopy,10/10/13 0:00
81533,1000036206,No,Inland Empire Global Logistics Center,16110 Cosmos Street,Moreno Valley,CA,92551,US,LEED-NC v2009,51.0,Silver,12/8/14 0:00,Yes,Corporate: Privately Held,1472184.0,3167121.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu","FR/CAL INDIAN AVENNUE, Llc",10/14/13 0:00
81944,1000036775,No,Freeman Chicago Facility,8201 W 47th Street,McCook,IL,60525,US,LEED-NC v2009,51.0,Silver,11/7/14 0:00,Yes,Corporate: Privately Held,365359.0,1166090.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu","Bridge McCook I, LLC",11/4/13 0:00
82041,1000036901,No,Royal Farms 191,11119 McCormick,Hunt Valley,MD,21031,US,LEED-NC v2009,44.0,Certified,9/22/14 0:00,Yes,Corporate: Privately Held,5125.0,145220.0,Retail: Convenience Store,Royal Farms,11/7/13 0:00
82334,1000037306,No,HS Warehouse,920 Citation Boulevard,Lexington,KY,40511,US,LEED-NC v2009,42.0,Certified,4/13/15 0:00,Yes,Corporate: Privately Held,72460.0,470971.0,Warehouse: Nonrefrigerated Distribution/Shipping,"Denham Blythe Properties, LLC",11/25/13 0:00
82342,1000037316,No,OMNOVA Solutions,25435 Harvard Road,Beachwood,OH,44122,US,LEED-NC v2009,44.0,Certified,5/18/15 0:00,Yes,Corporate: Privately Held,59550.0,370160.0,Office: Administrative/Professional,OMNOVA Solutions,11/25/13 0:00
82504,1000037516,No,New River 3,510 SE 5th Avenue,Fort Lauderdale,FL,33301,US,LEED-NC v2009,48.0,,,No,Corporate: Privately Held,268237.0,20857.0,Multi-Family Residential: Apartment,"American Land Ventures, LLC",12/2/13 0:00
83174,1000038503,No,Intuit Marine Way,2632 Marine Way,Mountain View,CA,94043,US,LEED-NC v2009,72.0,,,No,Corporate: Privately Held,185400.0,167432.0,Office: Administrative/Professional,Intuit,1/17/14 0:00
83427,1000038888,No,Royal Farms 196,3701 Kirkwood Highway,Mill Creek,DE,19808,US,LEED-NC v2009,47.0,Certified,9/22/14 0:00,Yes,Corporate: Privately Held,5125.0,106038.0,Retail: Convenience Store,Royal Farms,1/31/14 0:00
83863,1000039478,No,De Forest Industrial,3790 De Forest Circle,Jurupa Valley,CA,91752,US,LEED-NC v2009,40.0,,,No,Corporate: Privately Held,200731.0,479724.0,"Warehouse and Distribution Center: Nonrefrigerated, Distribu",Investment Building Group,2/20/14 0:00
83942,1000039584,No,BMW of El Cajon,725 El Cajon Boulevard,El Cajon,CA,92020,US,LEED-NC v2009,64.0,Gold,9/2/14 0:00,Yes,Corporate: Privately Held,39136.0,169345.0,Retail: Vehicle Dealership,Sunroad EC Land Inc.,2/25/14 0:00
84919,1000040955,No,Ridgeview Built to Suit,14105 Kirkham Way,Poway,CA,92101,US,LEED-NC v2009,42.0,Certified,4/14/15 0:00,Yes,Corporate: Privately Held,115301.0,,Office: Other Office,"HCP, Inc.",3/31/14 0:00
86761,1000043346,No,JE Dunn Office Renovation,2555 Cumberland Pkwy,Atlanta,GA,30339,US,LEED-NC v2009,60.0,,,No,Corporate: Privately Held,33000.0,,Office: Other Office,"Dunn Realty, Inc.",6/10/14 0:00
87459,1000044247,No,Royal Farms 205,3601 Victory Blvd,Portsmouth,VA,23701,US,LEED-NC v2009,44.0,Certified,3/31/15 0:00,Yes,Corporate: Privately Held,5166.0,,Retail: Convenience Store,Royal Farms,6/26/14 0:00
91766,1000049504,No,Graybar - LACA2,2205 Mount Vernon Avenue,Pomona,CA,91768,US,LEED-NC v2009,43.0,Certified,5/7/15 0:00,Yes,Corporate: Privately Held,238232.0,,Warehouse: Nonrefrigerated Distribution/Shipping,Graybar,9/26/14 0:00
